instruction,input,output,source_document,source_url,chunk_number,document_index,generated_by
"I gave out my personal details to what might be a scammer, what should I do?",,"If you've shared personal details, you should report it to Action Fraud immediately. They can provide guidance on how to protect yourself from identity theft. Also, monitor your bank accounts and credit reports for any unusual activity. Consider using a credit reporting agency to place a fraud alert on your file.",Remote Access Tool Scams,https://www.actionfraud.police.uk/a-z-of-fraud/remoteaccesstoolscams,1,75,gemini
How can I tell if an email from my bank is a scam?,,"Your bank will never ask for your full PIN, password, or other sensitive information via email. Be wary of emails that create a sense of urgency or have spelling and grammar mistakes. If you're unsure, don't click any links. Instead, contact your bank directly using the phone number on the back of your card.",Remote Access Tool Scams,https://www.actionfraud.police.uk/a-z-of-fraud/remoteaccesstoolscams,1,75,gemini
Who should I contact about a phishing email?,,"If you've received a suspicious email, you should forward it to the Suspicious Email Reporting Service (SERS) at report@phishing.gov.uk. If you've lost money or been hacked as a result of a phishing email, you must report it to Action Fraud.",Remote Access Tool Scams,https://www.actionfraud.police.uk/a-z-of-fraud/remoteaccesstoolscams,1,75,gemini
"I feel embarrassed about being scammed, is this normal?",,"It's completely normal to feel embarrassed, but please know that you're not alone. Scammers are very sophisticated and can trick anyone. Reporting the scam is the most important thing you can do. You can also contact Victim Support for free, confidential support on 0808 16 89 111.",Remote Access Tool Scams,https://www.actionfraud.police.uk/a-z-of-fraud/remoteaccesstoolscams,1,75,gemini
"I think I'm being scammed right now, what should I do?",,"If you believe you are being scammed and are in immediate danger, please call 999. Otherwise, you can report the fraud to Action Fraud 24/7 using their online reporting tool. If you need advice, their advisors are available 24/7. You can also call them on 0300 123 2040 from Monday to Friday, 8am to 8pm.",Domain name scams,https://www.actionfraud.police.uk/a-z-of-fraud/domain-name-scams,1,76,gemini
"Someone is pressuring me to pay money urgently, is this legitimate?",,"Be very cautious. Legitimate organizations will rarely pressure you to make immediate payments. This is a common tactic used by scammers. Do not pay any money. Instead, report the incident to Action Fraud online or by calling 0300 123 2040. If you feel threatened, call the police on 999.",Domain name scams,https://www.actionfraud.police.uk/a-z-of-fraud/domain-name-scams,1,76,gemini
"I paid money and now think it was a scam, can I get it back?",,"If you've paid money in a suspected scam, contact your bank immediately. They may be able to stop the transaction or recover the funds. You should also report the scam to Action Fraud on 0300 123 2040. While there's no guarantee of getting your money back, reporting it is a crucial step.",Domain name scams,https://www.actionfraud.police.uk/a-z-of-fraud/domain-name-scams,1,76,gemini
"I gave out my personal details to what might be a scammer, what should I do?",,"If you've shared personal details, you should report it to Action Fraud immediately. They can provide guidance on how to protect yourself from identity theft. Also, monitor your bank accounts and credit reports for any unusual activity. Consider using a credit reporting agency to place a fraud alert on your file.",Domain name scams,https://www.actionfraud.police.uk/a-z-of-fraud/domain-name-scams,1,76,gemini
How can I tell if an email from my bank is a scam?,,"Your bank will never ask for your full PIN, password, or other sensitive information via email. Be wary of emails that create a sense of urgency or have spelling and grammar mistakes. If you're unsure, don't click any links. Instead, contact your bank directly using the phone number on the back of your card.",Domain name scams,https://www.actionfraud.police.uk/a-z-of-fraud/domain-name-scams,1,76,gemini
Who should I contact about a phishing email?,,"If you've received a suspicious email, you should forward it to the Suspicious Email Reporting Service (SERS) at report@phishing.gov.uk. If you've lost money or been hacked as a result of a phishing email, you must report it to Action Fraud.",Domain name scams,https://www.actionfraud.police.uk/a-z-of-fraud/domain-name-scams,1,76,gemini
"I feel embarrassed about being scammed, is this normal?",,"It's completely normal to feel embarrassed, but please know that you're not alone. Scammers are very sophisticated and can trick anyone. Reporting the scam is the most important thing you can do. You can also contact Victim Support for free, confidential support on 0808 16 89 111.",Domain name scams,https://www.actionfraud.police.uk/a-z-of-fraud/domain-name-scams,1,76,gemini
"I think I'm being scammed right now, what should I do?",,"If you believe you are being scammed and are in immediate danger, please call 999. Otherwise, you can report the fraud to Action Fraud 24/7 using their online reporting tool. If you need advice, their advisors are available 24/7. You can also call them on 0300 123 2040 from Monday to Friday, 8am to 8pm.",Tabnapping,https://www.actionfraud.police.uk/a-z-of-fraud/tabnapping,1,77,gemini
"Someone is pressuring me to pay money urgently, is this legitimate?",,"Be very cautious. Legitimate organizations will rarely pressure you to make immediate payments. This is a common tactic used by scammers. Do not pay any money. Instead, report the incident to Action Fraud online or by calling 0300 123 2040. If you feel threatened, call the police on 999.",Tabnapping,https://www.actionfraud.police.uk/a-z-of-fraud/tabnapping,1,77,gemini
"I paid money and now think it was a scam, can I get it back?",,"If you've paid money in a suspected scam, contact your bank immediately. They may be able to stop the transaction or recover the funds. You should also report the scam to Action Fraud on 0300 123 2040. While there's no guarantee of getting your money back, reporting it is a crucial step.",Tabnapping,https://www.actionfraud.police.uk/a-z-of-fraud/tabnapping,1,77,gemini
"I gave out my personal details to what might be a scammer, what should I do?",,"If you've shared personal details, you should report it to Action Fraud immediately. They can provide guidance on how to protect yourself from identity theft. Also, monitor your bank accounts and credit reports for any unusual activity. Consider using a credit reporting agency to place a fraud alert on your file.",Tabnapping,https://www.actionfraud.police.uk/a-z-of-fraud/tabnapping,1,77,gemini
How can I tell if an email from my bank is a scam?,,"Your bank will never ask for your full PIN, password, or other sensitive information via email. Be wary of emails that create a sense of urgency or have spelling and grammar mistakes. If you're unsure, don't click any links. Instead, contact your bank directly using the phone number on the back of your card.",Tabnapping,https://www.actionfraud.police.uk/a-z-of-fraud/tabnapping,1,77,gemini
Who should I contact about a phishing email?,,"If you've received a suspicious email, you should forward it to the Suspicious Email Reporting Service (SERS) at report@phishing.gov.uk. If you've lost money or been hacked as a result of a phishing email, you must report it to Action Fraud.",Tabnapping,https://www.actionfraud.police.uk/a-z-of-fraud/tabnapping,1,77,gemini
